cod;nome;período;valor
25;PB;1990;2.91
24;RN;1990;2.04
23;CE;1990;2.56
22;PI;1990;0.55
21;MA;1990;2.63
17;TO;1990;2.45
16;AP;1990;7.5
15;PA;1990;5.76
14;RR;1990;39.54
13;AM;1990;4.8
11;RO;1990;13.31
12;AC;1990;7
14;RR;1991;16.85
11;RO;1991;6.57
13;AM;1991;3.31
53;DF;1991;7.65
52;GO;1991;8.29
51;MT;1991;8.62
50;MS;1991;9.21
43;RS;1991;5.59
42;SC;1991;2.44
41;PR;1991;4.83
35;SP;1991;8.41
33;RJ;1991;8.7
12;AC;1991;10.19
32;ES;1991;9.62
31;MG;1991;2.7
29;BA;1991;1.72
28;SE;1991;5.86
27;AL;1991;5.13
26;PE;1991;9.58
25;PB;1991;2.86
24;RN;1991;2.56
23;CE;1991;2.41
22;PI;1991;1.62
21;MA;1991;4.11
17;TO;1991;2.4
16;AP;1991;4.79
15;PA;1991;5.14
13;AM;1992;2.55
53;DF;1992;4.97
52;GO;1992;8.28
51;MT;1992;5.6
50;MS;1992;10.67
43;RS;1992;5.2
42;SC;1992;1.86
41;PR;1992;3.4
35;SP;1992;6.28
33;RJ;1992;7.06
32;ES;1992;10.31
31;MG;1992;2.76
29;BA;1992;2.1
28;SE;1992;3.98
27;AL;1992;6.42
26;PE;1992;7.12
25;PB;1992;3.28
24;RN;1992;1.98
23;CE;1992;2.17
22;PI;1992;1.07
21;MA;1992;1.94
17;TO;1992;1.52
16;AP;1992;4.25
15;PA;1992;3.72
14;RR;1992;12.97
12;AC;1992;15.8
11;RO;1992;11.09
12;AC;1993;4.86
28;SE;1993;3.46
11;RO;1993;12.53
42;SC;1993;1.92
53;DF;1993;8.01
52;GO;1993;7.98
51;MT;1993;6.21
50;MS;1993;5.17
43;RS;1993;3.93
41;PR;1993;4.91
35;SP;1993;7.06
33;RJ;1993;6.87
32;ES;1993;12.88
31;MG;1993;2.67
29;BA;1993;2.64
27;AL;1993;3.9
26;PE;1993;8.98
25;PB;1993;2.15
24;RN;1993;2.47
23;CE;1993;3.19
22;PI;1993;2.09
21;MA;1993;2.21
17;TO;1993;5.29
16;AP;1993;4.49
15;PA;1993;3.13
14;RR;1993;9.13
13;AM;1993;5.33
23;CE;1994;2.31
41;PR;1994;4.24
53;DF;1994;7.18
52;GO;1994;5.54
51;MT;1994;1.2
50;MS;1994;8.71
43;RS;1994;4.44
42;SC;1994;2.76
35;SP;1994;7.89
33;RJ;1994;9.93
32;ES;1994;10.39
31;MG;1994;3.2
29;BA;1994;4.64
28;SE;1994;5.96
27;AL;1994;5.38
26;PE;1994;7.41
25;PB;1994;1.91
24;RN;1994;1.89
22;PI;1994;1.29
21;MA;1994;0.87
17;TO;1994;5.91
16;AP;1994;13.09
15;PA;1994;4.23
14;RR;1994;5.83
13;AM;1994;3.98
12;AC;1994;7.94
11;RO;1994;8.38
25;PB;1995;7.79
23;CE;1995;1.87
22;PI;1995;2.3
21;MA;1995;2.72
17;TO;1995;2.91
24;RN;1995;2.39
33;RJ;1995;11.64
16;AP;1995;4.25
15;PA;1995;3
14;RR;1995;13.99
13;AM;1995;6.29
12;AC;1995;7.79
11;RO;1995;5.05
53;DF;1995;9.73
52;GO;1995;8.18
51;MT;1995;9.58
50;MS;1995;6.42
43;RS;1995;5.02
42;SC;1995;2.86
41;PR;1995;5.54
35;SP;1995;9.61
32;ES;1995;14.21
31;MG;1995;2.23
29;BA;1995;3.18
28;SE;1995;4.6
27;AL;1995;7.32
26;PE;1995;8.8
26;PE;1996;7.741
27;AL;1996;8.084
28;SE;1996;5.46
29;BA;1996;4.576
32;ES;1996;13.677
33;RJ;1996;14.945
35;SP;1996;9.462
41;PR;1996;6.484
42;SC;1996;4.49
43;RS;1996;6.975
50;MS;1996;11.548
51;MT;1996;11.098
53;DF;1996;8.834
52;GO;1996;8.559
17;TO;1996;3.503
31;MG;1996;3.469
21;MA;1996;2.024
11;RO;1996;11.832
12;AC;1996;13.494
13;AM;1996;5.929
14;RR;1996;35.676
15;PA;1996;8.402
16;AP;1996;23.634
22;PI;1996;0.481
23;CE;1996;3.844
24;RN;1996;3.877
25;PB;1996;9.117
14;RR;1997;22.07
15;PA;1997;6.32
16;AP;1997;9.11
17;TO;1997;4.9
21;MA;1997;2.45
22;PI;1997;1.15
23;CE;1997;3.69
24;RN;1997;2.81
25;PB;1997;4.49
26;PE;1997;9.37
27;AL;1997;9.05
28;SE;1997;4.06
29;BA;1997;4.71
32;ES;1997;14.99
31;MG;1997;3.21
33;RJ;1997;14.24
13;AM;1997;7.24
12;AC;1997;8.03
11;RO;1997;13.45
35;SP;1997;10.84
41;PR;1997;5.52
42;SC;1997;2.74
43;RS;1997;6.01
50;MS;1997;8.34
51;MT;1997;10.22
52;GO;1997;4.91
53;DF;1997;6.96
16;AP;1998;7.76
27;AL;1998;6.67
17;TO;1998;6.56
43;RS;1998;6.16
15;PA;1998;5.98
41;PR;1998;5.48
25;PB;1998;5.18
42;SC;1998;4.21
31;MG;1998;3.54
52;GO;1998;3.51
23;CE;1998;2.84
24;RN;1998;2.45
22;PI;1998;2.15
29;BA;1998;2.14
21;MA;1998;1.93
28;SE;1998;1.17
11;RO;1998;15.54
12;AC;1998;7.86
13;AM;1998;11.25
14;RR;1998;15.55
26;PE;1998;11.18
32;ES;1998;16.6
33;RJ;1998;12.66
35;SP;1998;10.66
50;MS;1998;13.67
51;MT;1998;12.26
53;DF;1998;8.02
16;AP;1999;15.621
17;TO;1999;6.841
21;MA;1999;0.932
22;PI;1999;1.01
23;CE;1999;3.388
24;RN;1999;1.565
42;SC;1999;2.73
41;PR;1999;4.971
53;DF;1999;9.021
52;GO;1999;6.988
51;MT;1999;9.049
50;MS;1999;8.372
43;RS;1999;5.421
35;SP;1999;10.452
33;RJ;1999;12.162
32;ES;1999;15.076
31;MG;1999;4.103
29;BA;1999;1.738
28;SE;1999;6.851
27;AL;1999;5.175
26;PE;1999;11.489
25;PB;1999;2.72
11;RO;1999;9.553
12;AC;1999;5.836
13;AM;1999;6.614
14;RR;1999;9.864
15;PA;1999;2.289
25;PB;2000;4.06
33;RJ;2000;11.35
53;DF;2000;5.42
42;SC;2000;2.48
51;MT;2000;7.02
52;GO;2000;8.69
11;RO;2000;9.21
12;AC;2000;10.44
13;AM;2000;4.86
14;RR;2000;18.39
15;PA;2000;3.23
16;AP;2000;2.62
17;TO;2000;2.96
21;MA;2000;2.05
22;PI;2000;1.67
23;CE;2000;4.07
24;RN;2000;3.26
26;PE;2000;13.06
27;AL;2000;7.11
28;SE;2000;3.71
29;BA;2000;2.99
31;MG;2000;4.34
35;SP;2000;10.34
41;PR;2000;4.49
43;RS;2000;4.1
50;MS;2000;11.17
32;ES;2000;11.55
24;RN;2001;3.92
31;MG;2001;4.04
23;CE;2001;4.35
22;PI;2001;4.66
25;PB;2001;4.78
15;PA;2001;4.83
51;MT;2001;11.41
50;MS;2001;10.67
35;SP;2001;10.13
33;RJ;2001;12.13
32;ES;2001;13.12
26;PE;2001;10.7
16;AP;2001;8.83
12;AC;2001;9.04
11;RO;2001;15.19
53;DF;2001;7.9
52;GO;2001;7.63
41;PR;2001;7.18
13;AM;2001;6.07
14;RR;2001;5.89
17;TO;2001;5.75
43;RS;2001;5.6
27;AL;2001;5.36
29;BA;2001;1.94
28;SE;2001;2.55
21;MA;2001;2.92
42;SC;2001;3.39
22;PI;2002;2.05
43;RS;2002;5.79
42;SC;2002;4.28
41;PR;2002;6.46
35;SP;2002;9.96
33;RJ;2002;11.55
32;ES;2002;15.94
31;MG;2002;4.7
29;BA;2002;3.18
28;SE;2002;5.73
27;AL;2002;6.89
26;PE;2002;9.42
25;PB;2002;4.31
24;RN;2002;2.4
23;CE;2002;5.43
21;MA;2002;1.48
17;TO;2002;5.05
16;AP;2002;6.11
15;PA;2002;3.18
14;RR;2002;13.23
13;AM;2002;3.73
12;AC;2002;6.62
11;RO;2002;7.92
53;DF;2002;8.68
52;GO;2002;8.04
51;MT;2002;9.67
50;MS;2002;9.87
41;PR;2003;7.61
35;SP;2003;9.7
33;RJ;2003;11
32;ES;2003;12.12
31;MG;2003;6.95
29;BA;2003;3.29
28;SE;2003;4.23
27;AL;2003;6.57
26;PE;2003;10.9
25;PB;2003;2.7
24;RN;2003;4.01
23;CE;2003;3.9
11;RO;2003;10.98
13;AM;2003;4.08
12;AC;2003;9.72
42;SC;2003;3.95
43;RS;2003;4.61
50;MS;2003;8.45
51;MT;2003;9.79
52;GO;2003;8.45
53;DF;2003;7.23
15;PA;2003;4.73
14;RR;2003;5.48
16;AP;2003;9.5
17;TO;2003;3.83
21;MA;2003;3.32
22;PI;2003;4.25
25;PB;2004;3.24
24;RN;2004;2.09
29;BA;2004;4.28
31;MG;2004;7.13
53;DF;2004;7.18
50;MS;2004;7.39
35;SP;2004;7.42
52;GO;2004;7.46
27;AL;2004;7.62
41;PR;2004;8.84
16;AP;2004;9.24
33;RJ;2004;10.55
51;MT;2004;12.46
43;RS;2004;6.02
42;SC;2004;2.99
32;ES;2004;12.82
28;SE;2004;4.87
26;PE;2004;11.64
23;CE;2004;4.53
22;PI;2004;3.75
21;MA;2004;2.71
17;TO;2004;4.29
15;PA;2004;4.25
14;RR;2004;10.6
13;AM;2004;4
12;AC;2004;4.23
11;RO;2004;6.75
50;MS;2005;9.53
35;SP;2005;6.28
51;MT;2005;8.54
52;GO;2005;6.76
33;RJ;2005;10.36
31;MG;2005;6.13
29;BA;2005;4.3
28;SE;2005;3.78
27;AL;2005;8.01
25;PB;2005;4.73
24;RN;2005;4.8
23;CE;2005;5.07
22;PI;2005;3.06
21;MA;2005;3.2
17;TO;2005;4.21
32;ES;2005;13.54
16;AP;2005;6.75
26;PE;2005;10.93
11;RO;2005;11.51
12;AC;2005;7.26
13;AM;2005;4.75
14;RR;2005;3.42
15;PA;2005;5.54
53;DF;2005;5.21
42;SC;2005;3.46
41;PR;2005;7.39
43;RS;2005;5.77
31;MG;2006;7.1
21;MA;2006;3.16
11;RO;2006;10.03
12;AC;2006;4.07
13;AM;2006;5.26
22;PI;2006;4.14
23;CE;2006;4.32
24;RN;2006;3.39
25;PB;2006;4.51
26;PE;2006;11.14
27;AL;2006;12.16
28;SE;2006;6.12
29;BA;2006;5.86
32;ES;2006;16.13
33;RJ;2006;10.11
35;SP;2006;6.38
41;PR;2006;8.68
42;SC;2006;3.91
43;RS;2006;4.18
50;MS;2006;6.28
51;MT;2006;8.19
52;GO;2006;7.31
53;DF;2006;6.79
14;RR;2006;8.29
15;PA;2006;5.26
16;AP;2006;3.29
17;TO;2006;4.15
33;RJ;2007;8.63
32;ES;2007;16.25
31;MG;2007;6.71
29;BA;2007;5.91
28;SE;2007;4.04
50;MS;2007;8.7
27;AL;2007;12.33
51;MT;2007;8.35
41;PR;2007;8.06
42;SC;2007;4.23
26;PE;2007;11.28
25;PB;2007;5.44
14;RR;2007;4.83
13;AM;2007;5.56
12;AC;2007;8
11;RO;2007;4.3
24;RN;2007;4.48
23;CE;2007;4.19
22;PI;2007;2.62
21;MA;2007;3.23
17;TO;2007;5.63
16;AP;2007;7.48
15;PA;2007;6.22
35;SP;2007;4.93
43;RS;2007;6.03
52;GO;2007;7.38
53;DF;2007;5.91
27;AL;2008;9.01
11;RO;2008;6.38
12;AC;2008;4.91
13;AM;2008;5.07
14;RR;2008;4.7
15;PA;2008;7.63
16;AP;2008;4.18
17;TO;2008;5.57
21;MA;2008;3.84
22;PI;2008;3.52
23;CE;2008;3.49
24;RN;2008;6.45
25;PB;2008;5.63
26;PE;2008;10.95
28;SE;2008;5.02
29;BA;2008;7.68
31;MG;2008;7.25
32;ES;2008;18.24
33;RJ;2008;8.18
35;SP;2008;4.48
41;PR;2008;10
42;SC;2008;3.93
43;RS;2008;6.18
50;MS;2008;8.31
51;MT;2008;9.25
52;GO;2008;6.96
53;DF;2008;9.3
14;RR;2009;13.76
16;AP;2009;4.08
21;MA;2009;3.93
22;PI;2009;2.67
23;CE;2009;5.3
24;RN;2009;4.65
25;PB;2009;9.4
26;PE;2009;11.77
11;RO;2009;9.69
12;AC;2009;5.8
13;AM;2009;4.03
50;MS;2009;7.94
15;PA;2009;7.54
43;RS;2009;7.53
52;GO;2009;7.52
17;TO;2009;7.52
53;DF;2009;9.43
51;MT;2009;10.63
42;SC;2009;4.61
41;PR;2009;11.51
35;SP;2009;4.6
33;RJ;2009;7.11
32;ES;2009;21.89
31;MG;2009;6.43
29;BA;2009;7.24
28;SE;2009;4.32
27;AL;2009;12.08
17;TO;2010;8.96
22;PI;2010;2.48
23;CE;2010;5.12
24;RN;2010;6.85
25;PB;2010;9.83
26;PE;2010;9.69
27;AL;2010;14.07
28;SE;2010;6.29
29;BA;2010;10.35
31;MG;2010;7.07
32;ES;2010;16.16
33;RJ;2010;6.86
41;PR;2010;12.01
42;SC;2010;5.04
43;RS;2010;6.88
50;MS;2010;7.58
51;MT;2010;6.72
52;GO;2010;10.26
53;DF;2010;8.26
16;AP;2010;4
15;PA;2010;10.47
14;RR;2010;10.47
12;AC;2010;6.66
11;RO;2010;4.18
13;AM;2010;6.04
21;MA;2010;5.38
35;SP;2010;5.24
22;PI;2011;2.52
33;RJ;2011;7.55
52;GO;2011;12.38
25;PB;2011;12.96
27;AL;2011;13.44
32;ES;2011;17.81
15;PA;2011;7.14
14;RR;2011;5.86
13;AM;2011;5.39
12;AC;2011;8.44
11;RO;2011;7.91
53;DF;2011;9.65
16;AP;2011;9.8
17;TO;2011;11.39
21;MA;2011;5.72
23;CE;2011;6.85
24;RN;2011;8.18
26;PE;2011;9.49
28;SE;2011;9.24
29;BA;2011;9.98
31;MG;2011;7.42
35;SP;2011;3.77
41;PR;2011;8.59
42;SC;2011;4.05
43;RS;2011;6.93
50;MS;2011;9.97
51;MT;2011;8.36
21;MA;2012;4.39
53;DF;2012;9.28
52;GO;2012;14.85
51;MT;2012;10.97
50;MS;2012;7.24
43;RS;2012;8.2
42;SC;2012;4.62
41;PR;2012;10.06
33;RJ;2012;6.73
32;ES;2012;16.82
31;MG;2012;8.42
29;BA;2012;10.02
28;SE;2012;7.58
27;AL;2012;14.37
26;PE;2012;7.82
25;PB;2012;11.35
24;RN;2012;5.33
23;CE;2012;7.77
22;PI;2012;4.66
17;TO;2012;8.38
16;AP;2012;7.68
15;PA;2012;10.24
14;RR;2012;7.19
13;AM;2012;8.81
12;AC;2012;5.55
11;RO;2012;9.55
35;SP;2012;4.11
22;PI;2013;4.74
21;MA;2013;6.01
16;AP;2013;7.53
35;SP;2013;4.06
15;PA;2013;8.32
14;RR;2013;12.73
13;AM;2013;5.62
11;RO;2013;8.31
33;RJ;2013;7.26
32;ES;2013;16.45
41;PR;2013;9.58
28;SE;2013;8.56
31;MG;2013;7.2
29;BA;2013;9.88
26;PE;2013;9.93
12;AC;2013;10.96
42;SC;2013;5.07
43;RS;2013;6.36
50;MS;2013;6.64
17;TO;2013;11.3
23;CE;2013;12.19
25;PB;2013;12.45
51;MT;2013;6.2
52;GO;2013;13.61
53;DF;2013;8.68
27;AL;2013;13.76
24;RN;2013;9.14
29;BA;2014;7.57
11;RO;2014;8.33
12;AC;2014;9.02
13;AM;2014;6.09
14;RR;2014;6.96
15;PA;2014;10.33
16;AP;2014;11.98
17;TO;2014;6.86
21;MA;2014;6.57
22;PI;2014;5.53
23;CE;2014;11.23
24;RN;2014;10.75
25;PB;2014;11.21
26;PE;2014;9.4
27;AL;2014;14.9
35;SP;2014;3.99
41;PR;2014;8.6
42;SC;2014;4.83
43;RS;2014;5.89
50;MS;2014;11.79
51;MT;2014;11.7
52;GO;2014;15.35
53;DF;2014;6.39
33;RJ;2014;8.21
32;ES;2014;14.21
31;MG;2014;6.67
28;SE;2014;8.87
35;SP;2015;3.24
53;DF;2015;5.36
52;GO;2015;12.1
51;MT;2015;11.5
11;RO;2015;11.28
12;AC;2015;9.79
14;RR;2015;10.96
21;MA;2015;5.96
22;PI;2015;6.8
25;PB;2015;11.32
28;SE;2015;7.54
31;MG;2015;6.61
32;ES;2015;11.33
15;PA;2015;9.67
13;AM;2015;9.56
24;RN;2015;8.99
27;AL;2015;8.91
26;PE;2015;8.6
33;RJ;2015;7.01
41;PR;2015;6.5
42;SC;2015;4.13
50;MS;2015;6.98
23;CE;2015;8.35
43;RS;2015;7.83
29;BA;2015;7.83
17;TO;2015;7.81
16;AP;2015;5.41
29;BA;2016;10.12
50;MS;2016;7.88
43;RS;2016;9.54
42;SC;2016;4.48
41;PR;2016;5.92
35;SP;2016;3.02
33;RJ;2016;7.02
32;ES;2016;7.64
31;MG;2016;5.97
22;PI;2016;4.17
23;CE;2016;8.62
24;RN;2016;11.25
25;PB;2016;9
11;RO;2016;6.25
12;AC;2016;11.38
13;AM;2016;9.27
14;RR;2016;12.1
15;PA;2016;11.38
16;AP;2016;4.39
17;TO;2016;8.73
21;MA;2016;5.87
26;PE;2016;10.95
27;AL;2016;9.13
28;SE;2016;7.17
53;DF;2016;7.25
52;GO;2016;11.67
51;MT;2016;8.61
32;ES;2017;12.2
15;PA;2017;11.308
23;CE;2017;16.987
22;PI;2017;4.951
21;MA;2017;5.244
25;PB;2017;8.249
26;PE;2017;11.384
27;AL;2017;9.576
28;SE;2017;12.644
31;MG;2017;5.241
33;RJ;2017;7.177
35;SP;2017;3.027
41;PR;2017;7.279
42;SC;2017;5.548
43;RS;2017;9.055
50;MS;2017;7.557
51;MT;2017;7.397
52;GO;2017;12.887
53;DF;2017;4.076
11;RO;2017;9.152
12;AC;2017;13.765
13;AM;2017;7.939
17;TO;2017;10.123
16;AP;2017;10.269
29;BA;2017;11.014
14;RR;2017;17.155
24;RN;2017;19.63
52;GO;2018;11.16
50;MS;2018;8.22
11;RO;2018;7.28
12;AC;2018;11.67
13;AM;2018;12.36
14;RR;2018;24.48
15;PA;2018;12.33
42;SC;2018;4.93
51;MT;2018;8
16;AP;2018;5.19
43;RS;2018;8.55
41;PR;2018;6.29
35;SP;2018;2.75
33;RJ;2018;8.46
32;ES;2018;9.23
31;MG;2018;5.57
29;BA;2018;10.75
28;SE;2018;3.57
27;AL;2018;6.19
26;PE;2018;8.92
25;PB;2018;7.36
24;RN;2018;10.83
23;CE;2018;22.68
22;PI;2018;5.46
21;MA;2018;4.66
17;TO;2018;9.69
53;DF;2018;3.69
22;PI;2019;4.35
24;RN;2019;10.51
25;PB;2019;4.63
27;AL;2019;9.77
29;BA;2019;10.67
31;MG;2019;4.19
33;RJ;2019;4.38
35;SP;2019;2.39
41;PR;2019;5.68
50;MS;2019;5.66
53;DF;2019;4.93
42;SC;2019;5.8
28;SE;2019;6.54
16;AP;2019;6.93
32;ES;2019;6.93
52;GO;2019;6.97
17;TO;2019;7.31
51;MT;2019;7.39
43;RS;2019;7.6
26;PE;2019;8.54
15;PA;2019;9.23
12;AC;2019;9.7
11;RO;2019;6.03
13;AM;2019;10.73
14;RR;2019;14.72
21;MA;2019;5.3
23;CE;2019;9.74
17;TO;2020;7.25
27;AL;2020;8.61
22;PI;2020;5.01
23;CE;2020;13.2
24;RN;2020;9.1
25;PB;2020;8.07
26;PE;2020;8.53
31;MG;2020;3.56
32;ES;2020;10.9
33;RJ;2020;5.55
35;SP;2020;2.55
41;PR;2020;5.9
42;SC;2020;3.89
43;RS;2020;5.95
50;MS;2020;7.98
51;MT;2020;8.41
52;GO;2020;6.58
53;DF;2020;3.2
11;RO;2020;6.55
12;AC;2020;11.7
13;AM;2020;7.79
14;RR;2020;11.7
16;AP;2020;8.05
15;PA;2020;7.1
21;MA;2020;5.47
28;SE;2020;6.02
29;BA;2020;11.9
26;PE;2021;9.33
33;RJ;2021;5.28
31;MG;2021;3.16
15;PA;2021;7.67
14;RR;2021;13.79
13;AM;2021;10.92
12;AC;2021;7.98
35;SP;2021;1.67
41;PR;2021;6.62
42;SC;2021;3.22
43;RS;2021;5.79
25;PB;2021;6.74
53;DF;2021;2.07
32;ES;2021;6.81
50;MS;2021;4.8
51;MT;2021;6.01
52;GO;2021;5.73
24;RN;2021;6.43
23;CE;2021;14.39
22;PI;2021;7.39
29;BA;2021;11.47
28;SE;2021;4.41
27;AL;2021;5.57
21;MA;2021;5
17;TO;2021;6.34
11;RO;2021;6.68
16;AP;2021;6.37
